"dataset","id","trt","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
1,213,1,6.07,1,1,0,0,0,0,1,2,2,2,0,0,0,1,1,1,0,0,0,0,58.11,12.44,85.1,78.62,62.36,99.91,16.9,19.55,36.2,33.93,89.55,50.3,27.69,53.83,66.68,37.92,73.48,71.55,75.14,7.88
1,214,1,4.301,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,47.86,95.09,70.91,92.03,56.38,88.76,81.93,47.07,54.03,63.56,23.85,21.16,94.42,8.1,92.55,57.15,95.56,86.58,32.89,11.13
1,215,1,8.522,0,0,0,1,1,1,2,1,0,0,2,0,0,0,0,0,2,2,1,1,48.91,87.25,53.03,94.26,13,11.65,75.71,81.04,5.72,20.36,63.59,71.27,38.31,92.3,42.1,43.42,27.28,57.97,2.95,51.46
1,216,1,7.075,0,0,1,2,0,0,1,1,1,2,1,1,0,0,1,1,1,0,1,1,83.44,85.24,15.61,75.5,66.5,7.94,2.62,76.09,92,85.44,91.87,44.4,52.29,44.14,64.93,27.26,41.81,79.57,16.75,37.71
1,217,0,8.122,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,99.25,5.36,15.68,68.1,5.77,20.55,43.4,74.6,70.95,83.02,1.68,67.04,73.69,84.65,84.9,88.24,82.37,0.11,41.23,73.53
1,218,1,7.291,1,1,1,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,1,36,16.98,83.79,21.92,69.91,48.21,19.4,14.75,13.52,21.09,34.38,40.43,6.26,36.93,93.62,67.17,20.76,67.03,89.85,82.65
1,219,1,8.299,2,1,1,1,0,0,0,0,2,2,1,1,1,0,1,2,0,0,0,0,49.03,27.37,96.17,48.64,12.4,75.97,32.27,16.05,97.4,88.49,58.76,24.25,14.1,52.52,71.68,30.81,4.38,5.21,98.38,54.14
1,220,1,6.668,1,1,0,1,0,1,2,2,1,1,1,1,0,0,0,0,2,2,1,1,54.96,34.55,67.11,8.33,85.48,19.43,45.37,15.52,9.55,5.56,44.4,22.61,33.99,52.94,40.08,94.46,6.44,80.61,37.93,55.53
1,221,1,6.016,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,1,1,11.32,56.82,70.25,9.05,67.47,58.89,25.53,58.02,28.54,24.05,18.14,46.69,11.08,78.3,71.9,39.93,31.07,41.12,75.7,10.2
1,222,0,7.382,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,61.29,6.63,42,64.64,79.58,57.33,0.5,63.54,45.99,53.69,58.1,74.79,36.66,0.43,99.64,66.34,3.84,76.86,91.61,24.35
1,223,0,7.655,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,41.18,30.33,85.27,85.28,70.45,22.48,3.13,32.15,16.72,9.1,56.75,18.41,0.69,43.33,33.54,53.37,26.9,3.84,41.65,74.37
1,224,1,6.401,1,1,0,0,1,1,1,0,0,0,0,0,1,1,2,2,1,2,1,1,54.56,88.82,22.25,23.99,2.84,32.57,4.62,8.71,81.69,74.88,80.91,61.87,54.38,38.35,60.81,76.7,55.35,73.26,2.96,16.85
1,225,1,7.809,0,0,0,0,1,1,2,2,0,0,0,0,2,2,1,1,0,0,1,1,1.17,13.54,24.36,45.88,41.51,8.8,42.27,74.28,78.84,99.12,23.63,86.27,98,63.44,12.18,49.41,76.57,66.6,71.68,9.96
1,226,1,5.475,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,71.14,41.63,8.38,30.55,99.56,86.14,38.89,46.44,52.35,69.78,24.51,33.14,77.71,73.78,89.11,7.3,52.21,11,24.44,12.02
1,227,1,6.93,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,43.49,31.47,71.6,30.25,41.82,76.06,7.67,47.94,37.87,45.73,63.69,62.04,68.14,3.17,59.26,88.91,22.24,13.93,39.13,29.38
1,228,1,5.575,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,74.22,13.3,89.77,21.92,64.81,48.69,41.56,17.95,62.85,0.39,46.28,91.32,50.27,73,89.81,58.75,22.07,10.27,12.02,5.02
1,229,1,8.753,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,55.54,4.5,56.69,88.57,98.07,25.42,25.18,73.95,60.83,35.97,99.56,87.94,43.89,52.54,5.04,90.47,37.69,20.91,24.31,25.14
1,230,0,5.966,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,53.15,15.5,78.59,27.44,26.86,17.77,6.62,41.64,0.54,56.45,1.02,37.18,51.91,24.25,55.79,14.49,3.94,11.15,62.89,98.35
1,231,1,6.645,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16.71,22.92,59.08,66.59,97.06,51.51,54.1,46.66,12.19,49.62,2.94,78.03,65.27,82.9,65.7,59.14,53.81,41.94,45.42,97.27
1,232,0,7.595,1,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2,0,0,1,0,87.25,10.83,62.63,51.03,85.9,37.65,61.43,67.21,19.48,6.45,39.69,99.66,28.63,20.37,52.52,98.39,27.36,62.46,12.7,54.17
1,233,0,4.761,0,0,0,0,2,2,0,1,0,1,0,0,1,1,1,0,0,1,2,1,93.48,71.32,74.71,41.08,25.17,60.62,76.38,24.18,79.25,62.53,6.98,30.82,75.99,47.46,58.36,13.06,30.19,3.53,82.29,59.94
1,234,0,7.611,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,2,2,1,1,6.81,28.61,51.79,89.61,24.6,84.18,54.31,87.88,90.18,98.74,99.53,84.07,32.99,8.74,63.81,93.76,4.06,11.95,35.73,10.61
1,235,0,8.059,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,2,0,0,2,2,99.19,92.09,48.99,30.92,6.87,36.8,59.84,61.96,17.81,19.09,98.65,11.86,40.31,21.44,20.99,7.83,57.79,33.07,45.08,59.11
1,236,0,5.282,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2,1,2,2,0,0,35.08,37.03,0.26,59.69,36.08,5.73,16.7,88.83,9.44,31.58,10.81,37.59,5.5,30.75,48.86,95.29,73.83,29.29,68.65,96.06
1,237,0,6.908,0,0,1,1,0,0,0,0,2,1,0,0,1,2,1,0,1,1,0,0,35.81,27.09,89.12,58.36,30.27,59.45,0.68,36.96,10.95,73.01,84.24,99.93,42.24,24.16,58.12,86.07,81.66,92.33,7.17,27.37
1,238,0,5.661,1,2,2,2,2,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,61.96,51.43,8.09,57.34,81.04,40.84,23.97,47.39,36.32,37.31,65.1,59.26,64.56,48.97,91.68,86.73,26.22,0.7,5.3,35.02
1,239,1,8.492,0,1,1,0,2,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,32.12,1.87,19.23,70.86,77.08,43.96,64.07,10.54,91.06,76.66,76.32,1.02,97.3,70.81,35.44,41.11,35.35,61.71,0.36,39.1
1,240,1,5.722,0,0,0,0,2,1,1,0,1,1,2,2,0,0,0,0,1,0,0,0,29.2,86.04,12.72,27.86,60.4,83,53.72,67.09,24.61,92.31,73.38,59.75,59.18,52.44,57.48,85.76,6.58,18.66,70.82,23.66
2,1,0,4.656,1,2,2,1,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0.63,94.64,7.49,77.81,59.21,25.24,38.42,15.59,63.69,3.61,84.1,46.93,51.39,64.87,0.22,31.53,85.8,69.43,19.72,63.32
2,2,0,7.652,2,2,1,1,0,0,1,1,1,0,1,0,2,2,0,1,0,0,1,1,1.42,98.87,8.43,76.41,10.13,39.58,70.85,50.49,37.38,88.59,68.73,61.79,91.63,20.49,52.67,60.15,15.86,93.94,7.63,85.75
2,3,0,6.157,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,2,1,25.5,40.12,4.27,41.67,6.73,67.78,22.01,80.33,27.24,24.58,10.37,52,17.87,90.85,78.95,73.27,40.12,49.08,49.27,17.45
2,4,1,10.059,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,52.93,84.71,94.13,44.73,59.03,38.44,23.23,33.02,50.43,45.4,12.65,74.4,20.15,59.6,43.77,60.38,37.01,87.31,43.77,74.41
2,5,1,8.752,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2,2,65.46,96.21,38.87,76.95,59.73,47.47,8.65,6.24,94.04,10.8,34.26,94.13,95.56,77.96,83.64,48.53,35.37,4.59,3.54,21.76
2,6,0,6.422,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,2,39.34,63.4,89.44,15.34,11.16,24.62,94.87,57.67,53.69,36.13,44.33,86.69,83.62,37.54,16.06,6.44,45.2,45.73,78.3,70.04
2,7,1,8.697,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,51.74,96.27,16.95,44.72,91.02,61.57,8.75,91.25,40.03,24.96,5.18,12.97,90.86,10.04,59.4,29.89,64.78,71.23,55.85,96.7
2,8,1,6.914,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,45.76,30.58,39.08,8.43,70.84,66.9,66.49,66.33,22.11,28.74,63.11,55.18,99.99,65.6,57.99,6.88,17.12,38.17,88.71,36.76
2,9,0,5.353,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,1,1,48.46,59.98,44.55,91.45,68.19,34.27,62.67,80.95,49.24,6.31,95.76,53.07,20.17,54.22,60.84,41.99,87.11,25.76,45.09,21.44
2,10,1,6.202,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,72.8,3.66,61.33,60.8,18.53,79.27,7.7,83.73,31.86,86.53,18.81,15.25,78.76,21.07,59.97,32.88,73.52,74.74,57.83,29.59
2,11,1,5.842,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,2,1,1,44.33,43.33,44.58,74.87,91.41,24.08,64.96,77.09,30.9,70.48,14.38,58.95,7.28,49.65,47.7,63.28,10.77,99.19,13.78,39.16
2,12,0,7.668,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,47.45,33.21,29.48,87.34,59.85,5,59.65,56.22,56.74,95.51,95.11,68.5,29.31,89.85,8.78,46.03,82.97,3.24,99.6,57.1
2,13,1,5.625,0,1,0,0,1,1,1,0,0,1,1,2,1,0,2,1,1,1,0,0,47.72,26.93,59.22,94.13,84.25,40.56,6.01,32.56,91.96,59.27,44.38,54.35,92.97,52.99,84.94,50.19,47.77,14.28,50.4,19.37
2,14,0,6.788,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,1,1,1,86.5,38.31,72.4,4.92,19.38,63.57,79.08,83.74,98.83,35.69,66.18,62.48,75.49,59.03,98.52,40.95,61.91,79.93,83.1,72.56
2,15,1,7.977,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,0,1,62.73,12.3,60.38,38.25,66.54,93.41,58.28,66.76,99.57,23.93,50.75,46.47,10.12,43,84.63,22.84,89.9,96.04,73.4,99.11
2,16,1,8.517,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,89.74,7.04,18.69,37.44,53.22,5.15,40.41,68.37,99.85,91.27,75.55,31.54,19.42,87.93,0.94,6.11,13.04,14.83,76.36,9.11
2,17,0,9.013,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,58.59,88.52,36.37,64.09,50.12,55.64,18.24,9.06,95.12,19.61,83.47,40.28,17.88,52.58,74.06,9,94.43,46.59,86.86,80.98
2,18,0,10.244,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,30.57,34.1,90.55,89.83,96.59,3.88,83.54,0.81,49.49,99.74,64.71,77.95,54.62,72.83,9.08,5.41,95.29,3.48,45.27,20.68
2,19,1,7.782,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,62.19,16,11.68,20.28,57.83,2.69,61.47,94.94,59.56,87.86,29.58,14.69,61.37,17.03,50.08,0.3,91.47,86.77,5.75,46.48
2,20,1,9,0,0,1,1,2,2,0,0,1,1,2,0,2,2,0,1,0,0,0,0,21.73,84.81,36.31,39.27,34.92,81.73,78.34,98.98,96.07,18.26,19.53,72.97,40.01,57.03,86.56,56.12,86.99,71.39,22.26,50.33
2,21,1,7.502,1,2,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,2,1,1,91.41,69.82,14.17,37.84,39.05,21.37,41.49,53.92,93.41,79.92,88.35,56.33,54.73,86,46.68,66,40.86,58.8,86.51,27.26
2,22,0,5.302,1,1,0,1,2,1,2,1,1,1,0,0,1,1,1,1,0,0,1,2,6.99,26.97,3.83,62.51,50.49,40.04,84.92,1.99,2.71,88.63,26.3,62.8,67.27,85.82,61.32,98.61,31.55,18.87,19.86,52.23
2,23,0,9.138,1,0,1,1,1,1,2,2,0,0,0,0,1,2,1,0,1,1,1,1,22.65,61.69,55.38,3.79,35.67,64.01,63.75,87.24,14.71,3.33,24.88,6.65,51.62,91.8,44.09,12.93,6.25,36.9,73.29,56.63
2,24,1,6.756,0,0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,0,0,1,1,79.7,69.79,22.65,34.65,52.14,84.99,84.76,50.73,45.67,36.31,82.09,58.14,73.45,65.06,46.88,29.9,57.84,19.49,64.7,56.5
2,25,1,8.534,2,2,2,2,1,1,0,0,2,2,0,0,1,1,1,2,1,1,0,0,8.35,97.36,3.94,41.81,83.21,32.39,26.69,38.59,92.9,3.94,97.7,69.37,68.96,74.05,94.63,52.45,82.16,22.86,18.06,98
2,26,1,7.558,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,94.77,59.52,52.69,17.13,97.15,98.23,61.42,59.73,96.07,56.95,38.94,7.63,16.4,29.25,27.13,22.16,23.88,10.67,64.5,98.54
2,27,0,6.822,1,1,2,1,0,0,2,1,1,1,1,1,0,0,2,2,1,1,1,0,10.4,58.14,91.79,42.93,53.51,60.1,88.12,98.05,51.56,29.58,4.1,47.44,15,91.36,69.98,62,99.12,28.09,91.33,52.47
2,28,0,6.992,0,0,1,1,0,1,2,2,1,1,0,0,0,0,1,1,2,2,0,0,74.17,48.27,38.95,8.12,53.25,60.86,34.85,9.81,93.51,77.78,95.24,46.45,73.58,48.04,45.74,1.12,58.98,71.65,39.09,41.29
2,29,1,7.713,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,2,98.9,17.36,18.13,18.8,23.59,97.51,96.48,74.99,97.35,50.17,34.36,6.74,1.63,24.87,97.86,86.35,67.93,78.38,99.85,27.19
2,30,0,6.405,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,75.71,58.44,17.49,65.78,45.04,33.24,78.75,96.97,95.03,34.35,79.1,36.05,39.38,10.6,61.27,50.89,23.13,78.9,85.14,68.7
2,31,1,8.036,0,1,0,0,1,1,1,1,1,1,1,1,0,0,2,2,0,1,0,0,54.85,22.21,60.88,15,7.44,14.03,26.18,52.02,66.4,44.31,97.21,91.35,37.4,77.21,54.74,52.82,17.59,34.24,58.94,69.83
2,32,0,7.706,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,70.91,65.16,33.09,80.78,35.74,22.97,37.88,2.54,91.14,69.32,89.75,12.38,82.52,92.89,25.37,68.18,40.05,15.65,46.77,52.11
2,33,1,9.292,2,2,0,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,92.02,23.8,22.42,30.82,60.32,0.35,5.86,58.83,98.3,98.07,46.17,97.9,96.43,61.83,80.02,24.18,43.11,97.6,77.92,88.07
2,34,1,4.885,0,1,1,1,0,0,1,0,1,2,0,1,0,0,0,1,0,1,2,2,9.4,64.51,80.85,12.82,74.82,93.2,76.71,76.69,14.53,81.57,30.41,95.75,66.67,88.82,5.08,35.84,76.41,72.86,44.49,53.43
2,35,1,7.22,2,2,0,0,0,0,0,0,2,2,2,2,1,1,0,0,1,1,1,1,66.42,89.77,61.24,48.7,71.98,27.8,1.16,33.25,89.25,99.93,60.44,96.15,44.14,65.77,0.8,30.43,86.96,83.84,95.5,67.33
2,36,1,6.867,1,2,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,80.03,46.88,36.43,39.41,96.19,8.86,35.39,91.63,68.89,42.65,65.02,73.67,73.27,32.56,29.13,33.54,99.27,69.04,80.86,59.09
2,37,1,8.396,2,2,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,1,1,1,93.93,77.25,41.54,75.93,5.43,49.84,29.4,2.04,62.12,49.15,57.89,52.77,28.68,84.8,70.64,31.75,67.41,58.56,17.96,60.21
2,38,1,6.508,0,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,83.97,35.81,66.54,40.06,65.21,45.57,67.02,44,52.41,8.38,91.13,49.08,48.67,17.75,20.32,81.49,36.25,84.71,5.64,86.11
2,39,1,6.497,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,74.6,98.29,70.43,50.43,45.63,19.45,82,25.6,88.21,62.75,39.65,81.31,40.99,57.83,12.13,4.19,81.08,51.18,49.96,23.66
2,40,0,8.286,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,47.37,28.74,21.24,48.17,43.2,87.57,52.47,12.46,39.87,22.78,33.33,76.55,95.47,67.49,37.74,76.11,4,20.06,53.7,0.57
2,41,1,5.536,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,23.85,37.82,82.57,94.41,29.54,18.08,58.13,41.99,2.28,16.55,34.04,78.9,37.84,85.88,26.54,94.87,11.9,95.22,6.93,45.04
2,42,1,6.199,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,39.78,58.66,69.5,43.25,86.26,35,96.91,51.07,50.24,29.33,7.42,34.25,87.1,4.13,38.66,21.15,1.88,44.51,94.55,53.6
2,43,1,6.11,1,1,1,1,1,2,1,0,1,1,0,1,0,2,2,1,1,1,0,1,82.83,18.67,49.67,82.78,31.81,36.57,88.96,10.62,8.1,91.54,47.63,33.66,48.08,62.35,69.87,61.07,75.71,71.93,94.05,41.22
2,44,0,6.827,0,0,0,0,1,1,0,0,2,2,0,0,0,1,0,0,0,0,1,1,91.73,9.07,75.03,8.22,47.72,67.91,71.88,60.48,56.06,57.77,72.48,49.76,87.09,3.68,14.83,45.23,50.4,72.27,81.59,48.96
2,45,1,7.101,1,1,2,2,0,0,2,2,1,1,0,0,0,0,2,2,0,0,0,1,39.6,11.87,97.76,71.12,65.87,67.28,30.47,49.61,4.5,6.91,6.39,32.95,30.18,19.97,2.22,9.03,25.55,47.32,0.95,99.45
2,46,1,9.759,1,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,35.53,45.4,68.93,76.12,47.3,28.2,90.73,73.82,60.89,81.34,35.69,15.75,88.59,98.35,93.55,81.82,29.39,29.16,80.91,5.98
2,47,1,5.733,1,1,0,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,20.58,83.43,36.73,7.99,33.29,25.09,20.49,33.17,88.76,38.41,89.76,49.96,90.01,60.71,52.85,74.18,85.95,18.75,67.16,78.64
2,48,1,7.099,0,0,1,0,2,2,0,0,0,0,1,1,0,0,1,1,2,2,1,0,40.09,37.46,20.27,22.3,63.43,66.83,14.32,46.14,4.29,6.13,56.23,14.99,28.44,11.29,39.69,46,35.05,94.42,90.8,82.35
2,49,0,7.46,0,0,1,0,0,1,0,0,1,0,1,2,0,0,2,1,1,0,1,1,17.92,70.2,73.93,33.98,34.32,20.5,15.14,34.8,89.66,21.8,1.14,12.55,58.77,62.26,17.54,10.71,95.3,36.1,72.94,84.67
2,50,0,8.407,2,1,1,1,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,53.78,63.23,42.08,97.8,70.42,89.93,96.84,32.19,44.32,54.14,96.39,35.43,50.95,89.35,53.24,88.15,64.72,33.52,99.69,56.79
2,51,1,6.757,1,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,2,2,1,0,63.98,45.32,41.06,7.33,98.55,35.45,59.76,22.73,96.05,1.74,65.5,96.77,52.99,66.93,55.27,48.22,51.54,30.6,82.47,64.26
2,52,1,7.812,1,1,2,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,9.11,34.18,90.28,9.8,63.78,54.44,8.3,84.35,23.33,23.98,24.39,85.99,81.11,16.63,3.62,65.72,38.73,28.67,65.51,45.2
2,53,1,5.304,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,56.35,81.91,7.04,95.8,2.31,82.25,23.59,0.59,65.84,32.28,80.3,96.8,16.23,31.12,30.71,36.99,90.82,3.52,67.44,96.46
2,54,0,6.049,0,0,0,0,0,2,0,1,1,1,2,2,0,0,1,2,0,0,0,0,9.15,84.31,59.72,57.8,37.84,23.45,68.26,38.72,9.7,91.85,29.34,18.92,82.27,20.98,42.79,45,34.23,67.01,37.35,86.07
2,55,0,10.256,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,5.18,93.04,94.44,26.57,25.21,90.1,82.58,65.77,39.51,17.02,43.77,43.02,40.93,27.32,8.63,6.2,2.25,19.56,22.45,29.57
2,56,0,8.613,1,1,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,1,1,1,51.87,81.5,26.55,6.1,38.29,61.15,85.99,9.04,6.15,33.48,89.36,14.93,26.64,8.17,91.53,36.99,72.05,51.03,57.78,79.82
2,57,1,8.894,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,1,2,0,0,39.26,53.18,85.15,55.94,27.02,38.01,34.32,75.05,89.91,19.36,1.04,84.63,23.83,26.75,65.73,43.53,63.84,9.1,87.01,7.42
2,58,0,8.525,1,1,1,2,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,14.72,80.67,21.84,16.11,77.48,42.88,72.08,78.57,71.81,35.48,96.5,76.66,78.84,24.96,61.9,98.6,0.92,59.79,36.01,93.12
2,59,1,5.392,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,21.71,81.76,18.06,29.16,19.93,14.95,43.83,59.4,29.95,39.27,14.42,14.42,48.47,11.75,17.31,40.13,65.2,28.49,60.05,7.09
2,60,1,8.75,2,2,2,2,0,0,2,2,0,0,0,0,1,2,1,1,2,1,0,0,96.34,46.95,56.86,40.67,39.04,76.82,34.86,89.84,99.17,53.02,91.79,8.89,94.53,28.57,33.07,98.39,45.18,41.5,16.55,64.17
2,61,1,9.002,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,2,2,70.45,71.71,89.51,94.33,72.57,33.54,31.2,10.24,24.02,72.7,93.3,43.88,51.5,62.2,18.31,44.27,57.34,94.61,37.5,4.02
2,62,0,7.381,0,1,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,1,0,29.61,68,15.28,96.44,73.85,83.44,98.5,59.94,36.04,58.48,41.33,1.09,40.56,26.79,90.77,50.73,59.69,89.98,37.61,3.28
2,63,1,7.689,1,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,54.28,86.03,71.77,69.27,7.83,81.38,65.32,4.89,2.77,22.75,32.37,52.49,30.79,33.75,16.07,47.56,49.54,16.07,89.06,82.35
2,64,1,7.638,1,1,0,0,1,0,2,2,0,0,1,0,2,2,1,1,0,0,2,1,7.06,46.95,9.51,77.31,32.32,78.25,36.67,35.67,32.6,47.96,43.18,49.8,7.85,9.14,47.78,0.51,51.54,93.11,17.26,37.63
2,65,0,8.467,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,4.98,13.55,6.37,85.07,5.37,38.25,69.58,35.27,23.26,15.64,91.17,72.57,16.95,22.48,66.33,90.76,97.31,40.98,50.03,69.85
2,66,1,5.93,1,0,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,86.17,40.6,28.33,72.16,78.49,41.76,72.46,14.04,25.35,19.97,27.1,43.99,74.25,63.61,30.08,26.34,82,29.86,28.03,10.28
2,67,1,7.466,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,82.4,30.88,35.03,40.85,96.66,66.91,91.87,33.01,45.9,35.64,72.47,18.52,17.67,70.54,87.83,32.11,13.71,17,49.37,84.86
2,68,1,7.054,1,1,2,2,0,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,26.33,10.17,44.55,85.21,6.56,66.7,1.84,25.6,2.9,40.53,11.71,59.62,3.85,4.42,18.5,56.23,71.75,21.9,77.2,38.23
2,69,1,8.184,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6.53,92.37,22.96,53.15,9.72,49.51,98.69,68.36,57.84,44.08,5.89,54.16,76.55,36.9,45.01,46.16,48.69,62.16,67.78,96.37
2,70,1,6.624,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.8,98.15,11.15,8.86,67.78,21.74,25.56,91.84,89.68,24.49,38.18,59.72,10.77,65.85,38.96,51.63,87.96,36.23,7.11,42.69
2,71,1,7.448,0,1,1,2,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,44.76,91.12,9.08,86.63,97.15,88.91,24.36,39.9,83.69,77.3,21.04,44.94,0.75,99.59,81.81,29.47,12.16,87.73,55.78,90.89
2,72,1,5.854,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,89.48,29.72,7.1,1.75,42.61,43.09,24.08,16.31,19.16,79.4,18.26,15.38,58.43,9.95,86.58,33.74,45.79,73.79,80.07,91.33
2,73,1,8.588,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,51.45,64.42,32.34,94.98,48.46,16.63,96.02,49.71,70.97,95.66,22.44,28.54,44.62,59.76,13.6,98.33,30.63,55.59,66.9,62.26
2,74,1,8.686,1,2,1,1,1,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,4.47,6.88,27.81,18.68,80.25,67.02,14.28,57.11,44,24.48,69.13,72.27,46.87,55.26,73.47,51.91,15.91,19.43,10.14,20.36
2,75,1,6.519,2,2,1,0,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,95.7,33.31,56.9,12.39,66.99,21.88,34.68,20.92,28.33,83.7,15.56,99.62,72.15,83.99,77.01,34.81,78.73,83.19,54.95,57.59
2,76,1,5.7,0,1,0,0,2,2,0,1,0,0,0,0,1,1,1,1,0,0,1,1,43.36,67.35,22.85,38.03,68.14,31.89,65.82,69.02,34.46,76.55,83.47,67.3,35.87,34.99,40.28,14.63,5.81,27.46,66.72,1.31
2,77,0,6.173,0,0,0,0,2,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,32.61,83.68,77.98,57.37,80.97,72.72,51.88,99.09,50.34,13.46,72.6,40.29,33.25,81.34,71.13,23.63,8.23,48.02,33.58,40.3
2,78,1,7.274,1,0,0,0,0,1,0,0,2,2,2,2,0,0,1,1,1,1,1,0,21.89,61.55,92.87,5.68,56.54,36.73,33.89,95.19,76.26,15.64,31.06,82.98,0.79,28.58,71.77,57.5,92.53,36.53,99.42,20.03
2,79,1,8.068,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,51.44,57.96,80.15,77.84,68.03,20.16,41.42,96.42,6.68,95.53,99.46,47.28,86.31,36,75.84,49.07,99.7,61.03,71.79,47.22
